gender,seniorcitizen,dependents,tenure,phoneservice,multiplelines,internetservice,contract,monthlycharges,churn
female,0,no,2,yes,no,fiber_optic,month-to-month,79.75,yes
female,0,no,27,yes,yes,fiber_optic,month-to-month,94.55,yes
female,0,no,12,yes,no,dsl,two_year,20.05,no
male,0,yes,72,no,no,dsl,two_year,67.2,no
male,0,no,12,yes,yes,fiber_optic,month-to-month,94.55,no
female,1,no,5,yes,no,fiber_optic,month-to-month,69.05,yes
male,1,no,71,yes,yes,fiber_optic,month-to-month,107.5,no
male,1,no,35,yes,no,dsl,one_year,73.0,no
male,0,yes,70,yes,yes,fiber_optic,two_year,114.75,no
female,0,no,31,yes,yes,fiber_optic,month-to-month,76.05,no
male,0,yes,52,yes,yes,fiber_optic,two_year,96.25,yes
male,1,no,37,yes,yes,fiber_optic,month-to-month,101.1,yes
male,0,no,69,yes,yes,fiber_optic,one_year,104.7,yes
male,1,no,30,yes,yes,fiber_optic,month-to-month,77.9,no
female,0,no,33,yes,yes,fiber_optic,month-to-month,90.65,no
male,1,no,54,yes,yes,fiber_optic,two_year,110.45,no
female,0,no,59,yes,yes,dsl,one_year,68.7,no
male,1,no,55,no,no,dsl,month-to-month,44.85,no
male,1,no,69,no,no,dsl,one_year,29.8,no
female,0,no,66,yes,yes,fiber_optic,one_year,88.9,no
male,0,yes,37,yes,no,dsl,one_year,58.75,no
male,1,no,9,yes,no,dsl,one_year,19.85,no
male,0,yes,69,yes,yes,dsl,two_year,86.9,no
male,0,no,10,yes,no,dsl,month-to-month,59.65,no
male,0,yes,40,yes,no,dsl,month-to-month,55.25,yes
male,0,yes,13,yes,no,dsl,month-to-month,66.4,no
female,0,no,6,yes,yes,fiber_optic,month-to-month,90.1,yes
female,0,yes,69,yes,no,dsl,two_year,20.15,no
female,1,no,66,yes,yes,fiber_optic,one_year,108.1,no
male,0,no,11,yes,yes,dsl,month-to-month,53.75,yes
male,0,yes,46,yes,no,dsl,one_year,56.9,no
female,0,no,6,yes,no,fiber_optic,month-to-month,89.3,yes
female,0,yes,56,yes,yes,fiber_optic,month-to-month,109.6,no
male,0,yes,70,yes,yes,dsl,two_year,25.15,no
female,0,yes,33,yes,yes,dsl,one_year,79.15,no
female,0,yes,72,yes,yes,dsl,two_year,66.75,no
female,0,no,3,yes,yes,fiber_optic,month-to-month,95.2,yes
female,0,yes,19,yes,no,dsl,month-to-month,48.8,no
female,1,no,5,no,no,dsl,month-to-month,45.7,yes
female,0,no,71,yes,no,dsl,two_year,80.7,no
male,0,no,8,yes,no,fiber_optic,month-to-month,74.5,yes
male,0,no,1,yes,no,dsl,month-to-month,20.55,no
female,0,no,1,yes,no,fiber_optic,month-to-month,79.65,yes
female,0,no,61,yes,yes,fiber_optic,one_year,115.1,no
female,0,yes,71,no,no,dsl,two_year,59.7,no
female,0,no,68,yes,yes,fiber_optic,one_year,86.45,no
male,0,no,46,no,no,dsl,one_year,33.7,no
male,0,no,33,yes,yes,fiber_optic,one_year,80.1,no
female,0,yes,53,yes,yes,fiber_optic,two_year,104.05,no
female,1,no,50,yes,yes,fiber_optic,month-to-month,108.75,no
female,0,no,57,no,no,dsl,one_year,41.1,no
female,0,yes,54,yes,no,dsl,two_year,20.35,no
female,1,no,60,yes,yes,fiber_optic,month-to-month,105.9,no
female,1,no,28,yes,yes,fiber_optic,month-to-month,101.3,yes
female,0,yes,1,yes,no,fiber_optic,month-to-month,80.05,yes
male,0,yes,29,yes,yes,fiber_optic,month-to-month,89.2,yes
female,0,yes,10,yes,no,dsl,month-to-month,65.5,no
male,0,yes,43,no,no,dsl,month-to-month,40.45,no
male,1,no,13,yes,no,fiber_optic,month-to-month,70.45,no
female,0,no,43,yes,no,dsl,two_year,78.8,no
male,0,yes,19,yes,yes,fiber_optic,month-to-month,83.65,yes
male,0,yes,1,yes,no,fiber_optic,month-to-month,90.1,no
female,0,no,69,yes,no,dsl,two_year,82.45,no
female,0,no,61,yes,no,dsl,two_year,20.25,no
male,0,no,43,yes,yes,dsl,month-to-month,66.25,no
female,0,no,6,yes,no,dsl,month-to-month,19.5,yes
male,0,no,1,yes,no,dsl,month-to-month,51.25,yes
male,0,no,56,yes,no,fiber_optic,month-to-month,89.7,no
female,0,no,70,no,no,dsl,two_year,64.55,no
male,0,no,1,yes,no,dsl,month-to-month,45.6,yes
male,0,yes,49,yes,yes,fiber_optic,one_year,93.65,no
female,0,no,6,yes,no,dsl,month-to-month,49.65,yes
female,0,yes,32,yes,no,dsl,two_year,73.6,no
female,1,no,72,yes,yes,fiber_optic,two_year,109.75,no
male,0,yes,37,yes,no,dsl,two_year,61.45,no
female,0,no,69,yes,no,fiber_optic,one_year,106.4,no
female,0,no,26,yes,no,dsl,month-to-month,81.9,no
female,0,yes,58,yes,yes,fiber_optic,one_year,105.2,no
male,0,no,24,yes,yes,dsl,one_year,54.6,no
male,0,yes,5,yes,no,dsl,one_year,20.55,no
male,0,yes,15,yes,no,dsl,month-to-month,20.0,yes
female,0,yes,30,yes,no,dsl,two_year,19.7,no
female,0,no,55,yes,yes,dsl,one_year,66.05,no
female,0,no,25,no,no,dsl,month-to-month,34.0,yes
male,1,no,10,yes,no,fiber_optic,month-to-month,92.5,yes
male,0,yes,44,no,no,dsl,two_year,54.05,no
female,0,no,47,yes,no,dsl,one_year,58.9,no
female,0,yes,13,yes,no,fiber_optic,month-to-month,88.35,yes
female,0,yes,49,yes,yes,fiber_optic,two_year,107.95,yes
female,0,no,64,yes,no,fiber_optic,one_year,96.9,no
male,0,no,1,yes,no,dsl,month-to-month,19.1,no
male,0,no,20,yes,no,dsl,month-to-month,50.0,no
female,0,no,37,no,no,dsl,two_year,45.4,no
male,0,yes,30,yes,yes,fiber_optic,month-to-month,85.45,no
female,0,no,38,yes,yes,dsl,one_year,84.1,no
female,1,no,1,yes,yes,fiber_optic,month-to-month,74.45,yes
female,0,no,37,yes,no,dsl,month-to-month,64.75,yes
female,0,no,52,no,no,dsl,two_year,66.25,no
male,0,yes,71,yes,no,dsl,two_year,76.9,no
male,0,no,26,yes,no,fiber_optic,month-to-month,89.8,yes
male,0,no,66,yes,yes,dsl,two_year,74.6,no
male,0,no,72,yes,yes,fiber_optic,two_year,116.95,no
male,0,yes,25,no,no,dsl,one_year,40.65,no
male,0,yes,69,yes,yes,fiber_optic,two_year,114.35,no
male,0,yes,53,yes,yes,dsl,two_year,69.7,no
female,0,no,12,yes,no,fiber_optic,one_year,95.5,yes
male,0,no,26,yes,no,fiber_optic,month-to-month,98.65,no
male,0,no,21,yes,no,dsl,month-to-month,61.65,no
female,0,yes,1,yes,no,fiber_optic,month-to-month,89.35,no
male,0,no,48,yes,yes,fiber_optic,month-to-month,95.4,no
female,0,no,26,no,no,dsl,one_year,35.4,no
male,0,no,60,yes,no,dsl,two_year,19.95,no
male,0,no,18,yes,no,dsl,month-to-month,19.25,no
female,1,no,10,no,no,dsl,month-to-month,29.65,yes
male,0,yes,5,yes,yes,fiber_optic,month-to-month,84.5,yes
female,0,yes,4,yes,no,dsl,one_year,20.4,no
male,0,yes,65,yes,yes,dsl,two_year,24.75,no
male,0,yes,70,yes,yes,dsl,two_year,25.35,no
male,0,no,18,yes,yes,fiber_optic,month-to-month,90.7,yes
male,0,yes,62,yes,no,dsl,two_year,20.0,no
female,0,yes,66,yes,no,dsl,two_year,59.75,no
female,0,yes,65,yes,yes,dsl,two_year,82.5,no
female,1,no,3,yes,no,fiber_optic,month-to-month,70.3,yes
female,0,no,34,yes,no,dsl,month-to-month,20.35,no
male,0,yes,16,yes,yes,fiber_optic,month-to-month,90.8,no
female,0,no,54,yes,yes,fiber_optic,one_year,103.95,yes
female,1,no,50,yes,yes,fiber_optic,month-to-month,104.95,no
male,0,no,71,yes,no,fiber_optic,two_year,105.25,no
female,0,no,10,yes,yes,fiber_optic,month-to-month,74.75,yes
female,0,no,1,yes,no,dsl,month-to-month,50.8,yes
male,0,no,18,yes,yes,dsl,one_year,23.75,no
male,0,no,4,yes,no,dsl,month-to-month,61.3,no
female,0,yes,58,yes,yes,dsl,two_year,75.8,no
female,0,no,56,yes,yes,fiber_optic,one_year,98.0,no
male,0,no,2,yes,no,fiber_optic,month-to-month,80.25,yes
male,0,no,32,yes,yes,fiber_optic,month-to-month,78.9,yes
male,0,yes,56,no,no,dsl,one_year,52.0,no
male,0,no,36,yes,yes,fiber_optic,month-to-month,84.75,yes
female,0,no,4,yes,yes,dsl,month-to-month,64.4,no
male,0,no,53,yes,yes,fiber_optic,month-to-month,85.45,yes
male,0,no,10,yes,no,dsl,month-to-month,45.8,no
male,0,no,4,no,no,dsl,month-to-month,30.5,no
male,0,yes,1,yes,no,dsl,month-to-month,19.9,yes
female,0,no,51,yes,no,fiber_optic,month-to-month,69.15,no
male,1,no,12,yes,yes,fiber_optic,month-to-month,99.45,yes
female,0,no,6,no,no,dsl,one_year,49.25,no
male,0,yes,63,no,no,dsl,two_year,39.35,no
female,0,no,1,yes,no,fiber_optic,month-to-month,70.6,yes
female,0,no,48,yes,yes,fiber_optic,month-to-month,105.1,no
female,0,no,5,yes,no,fiber_optic,month-to-month,81.0,yes
female,0,yes,35,yes,no,dsl,one_year,20.1,no
male,0,no,6,yes,no,fiber_optic,month-to-month,84.85,yes
male,0,no,2,yes,no,dsl,month-to-month,19.75,no
female,0,no,50,yes,no,dsl,one_year,19.75,no
female,0,no,33,yes,no,fiber_optic,month-to-month,70.4,no
male,0,no,31,yes,no,dsl,two_year,20.45,no
female,0,yes,9,yes,no,dsl,two_year,20.35,no
female,0,yes,54,yes,yes,dsl,month-to-month,86.2,no
female,0,no,46,yes,no,fiber_optic,one_year,95.65,no
male,0,yes,34,yes,yes,fiber_optic,one_year,103.8,no
male,0,yes,71,yes,yes,fiber_optic,two_year,97.2,no
female,0,yes,63,yes,no,dsl,two_year,63.55,no
female,0,no,51,yes,yes,dsl,two_year,24.95,no
female,1,no,26,yes,yes,fiber_optic,month-to-month,89.15,yes
female,0,no,64,yes,no,fiber_optic,two_year,99.0,no
female,1,no,1,no,no,dsl,month-to-month,24.8,yes
male,1,no,61,yes,yes,fiber_optic,one_year,85.55,no
female,0,no,15,yes,no,fiber_optic,month-to-month,94.0,no
male,0,no,64,yes,yes,fiber_optic,one_year,105.65,yes
female,0,no,18,yes,yes,dsl,month-to-month,50.3,no
female,0,yes,57,yes,no,fiber_optic,one_year,95.0,no
male,0,yes,14,yes,no,dsl,two_year,61.4,no
male,1,no,18,yes,yes,fiber_optic,month-to-month,80.55,no
female,1,no,72,yes,yes,fiber_optic,two_year,78.5,no
male,0,no,70,yes,yes,fiber_optic,two_year,114.3,no
female,0,no,38,yes,no,dsl,two_year,20.05,no
male,0,yes,68,yes,no,dsl,two_year,62.65,no
male,0,no,13,yes,no,fiber_optic,month-to-month,80.85,yes
male,1,no,65,yes,yes,fiber_optic,two_year,92.7,no
female,0,no,30,yes,yes,fiber_optic,month-to-month,100.45,no
male,0,no,51,yes,yes,dsl,two_year,75.2,no
female,0,no,31,yes,yes,fiber_optic,month-to-month,84.75,no
female,0,no,9,yes,no,fiber_optic,month-to-month,89.45,yes
female,0,yes,72,yes,yes,dsl,two_year,79.5,no
male,0,no,10,yes,yes,dsl,month-to-month,72.15,yes
female,0,no,37,yes,no,dsl,one_year,19.8,no
female,0,no,2,yes,no,dsl,month-to-month,76.4,yes
male,0,no,55,yes,no,fiber_optic,one_year,100.9,no
male,0,yes,33,yes,yes,fiber_optic,month-to-month,95.3,no
female,0,yes,46,yes,no,fiber_optic,one_year,90.95,no
female,0,yes,1,yes,no,dsl,month-to-month,54.5,no
female,1,no,20,yes,yes,dsl,month-to-month,61.6,yes
male,0,no,9,yes,no,fiber_optic,month-to-month,79.9,yes
male,1,no,32,yes,yes,fiber_optic,month-to-month,96.15,yes
female,0,yes,19,yes,no,dsl,month-to-month,49.6,no
female,0,no,70,yes,yes,dsl,two_year,65.3,yes
female,0,yes,61,yes,yes,dsl,two_year,25.0,no
male,0,no,26,yes,no,dsl,month-to-month,45.45,no
male,0,no,45,yes,yes,fiber_optic,month-to-month,107.75,no
male,0,yes,62,yes,yes,fiber_optic,two_year,89.1,no
male,0,no,1,yes,no,dsl,month-to-month,19.65,yes
female,0,no,3,yes,no,dsl,month-to-month,44.75,no
female,0,yes,41,yes,yes,fiber_optic,one_year,101.6,no
male,0,yes,67,yes,no,fiber_optic,two_year,103.15,no
male,0,no,1,yes,yes,fiber_optic,month-to-month,84.65,yes
female,0,no,71,yes,yes,fiber_optic,one_year,95.65,no
female,0,yes,37,yes,no,dsl,one_year,75.1,no
male,0,no,60,yes,no,dsl,two_year,61.35,no
female,1,no,1,yes,no,fiber_optic,month-to-month,69.55,yes
female,0,no,6,yes,no,dsl,month-to-month,19.7,no
female,0,no,13,no,no,dsl,month-to-month,31.05,yes
female,0,yes,11,yes,no,dsl,month-to-month,51.0,no
male,0,no,7,yes,no,dsl,month-to-month,51.0,yes
female,0,yes,10,yes,no,fiber_optic,month-to-month,88.85,no
male,0,no,34,yes,no,dsl,two_year,20.05,no
female,0,no,62,yes,no,dsl,two_year,65.1,no
male,0,no,64,yes,yes,dsl,one_year,70.15,no
female,0,yes,1,yes,no,dsl,month-to-month,44.35,yes
male,0,no,25,yes,no,dsl,two_year,20.75,no
female,0,no,26,yes,no,dsl,one_year,56.05,no
male,0,yes,10,yes,no,dsl,one_year,19.95,no
female,0,no,53,yes,yes,fiber_optic,one_year,98.6,no
female,0,no,7,yes,no,fiber_optic,month-to-month,79.7,yes
male,0,no,33,yes,no,fiber_optic,month-to-month,79.0,no
female,1,no,71,yes,no,fiber_optic,two_year,89.45,no
female,0,no,29,yes,yes,fiber_optic,month-to-month,74.2,no
male,0,yes,24,yes,yes,dsl,month-to-month,81.0,no
male,0,yes,20,yes,no,dsl,month-to-month,49.6,no
female,0,no,1,yes,yes,fiber_optic,month-to-month,84.6,no
male,0,yes,54,yes,yes,dsl,month-to-month,55.0,yes
female,1,no,5,yes,no,fiber_optic,month-to-month,84.85,yes
female,0,yes,72,yes,yes,dsl,two_year,84.2,no
male,0,no,52,yes,no,fiber_optic,two_year,106.3,no
female,0,no,9,yes,no,fiber_optic,month-to-month,69.05,no
female,0,no,1,yes,no,dsl,month-to-month,45.4,no
male,1,no,1,yes,yes,fiber_optic,month-to-month,73.65,yes
male,0,yes,33,yes,no,dsl,one_year,73.9,yes
female,0,no,55,yes,yes,fiber_optic,month-to-month,77.75,yes
male,0,yes,69,yes,yes,fiber_optic,two_year,99.35,no
male,0,no,1,yes,no,dsl,month-to-month,50.75,no
male,0,no,54,yes,yes,dsl,two_year,87.1,no
male,0,yes,33,yes,no,dsl,one_year,20.15,no
male,1,no,45,yes,yes,fiber_optic,one_year,98.7,no
female,0,yes,11,no,no,dsl,month-to-month,25.2,no
male,0,no,6,yes,no,dsl,month-to-month,55.7,no
male,0,no,21,yes,no,dsl,month-to-month,65.35,no
female,0,yes,65,yes,yes,dsl,two_year,25.3,no
female,1,no,6,yes,yes,fiber_optic,month-to-month,84.35,yes
female,0,no,8,yes,no,fiber_optic,month-to-month,84.95,yes
male,0,no,11,yes,no,fiber_optic,month-to-month,73.85,yes
male,0,yes,43,yes,yes,dsl,two_year,24.25,no
male,0,yes,49,no,no,dsl,one_year,51.8,yes
female,1,no,1,yes,no,dsl,month-to-month,46.0,yes
male,1,no,15,yes,no,fiber_optic,month-to-month,79.4,yes
male,0,yes,60,yes,no,dsl,two_year,60.5,no
male,0,no,17,no,no,dsl,month-to-month,25.1,no
male,1,no,16,yes,no,fiber_optic,month-to-month,71.8,yes
male,0,yes,35,yes,no,dsl,one_year,20.05,no
male,1,no,44,yes,yes,fiber_optic,one_year,88.4,yes
female,0,yes,12,no,no,dsl,one_year,30.25,no
male,0,no,1,yes,no,dsl,month-to-month,20.2,no
female,0,no,28,yes,no,dsl,one_year,59.9,no
male,0,no,70,yes,yes,dsl,two_year,25.15,no
female,0,yes,5,yes,no,dsl,month-to-month,46.0,yes
male,0,no,18,yes,no,fiber_optic,month-to-month,101.3,no
male,0,no,70,yes,yes,dsl,two_year,76.95,no
female,0,yes,9,yes,yes,dsl,month-to-month,55.3,no
female,1,no,67,yes,no,fiber_optic,two_year,92.45,no
female,0,no,1,yes,no,dsl,month-to-month,48.45,no
female,0,yes,18,yes,no,dsl,two_year,19.35,no
male,0,no,4,yes,yes,dsl,month-to-month,51.75,yes
male,1,yes,71,yes,no,fiber_optic,one_year,86.7,no
male,0,yes,30,yes,yes,fiber_optic,month-to-month,94.4,yes
male,0,no,1,yes,no,dsl,month-to-month,55.7,no
female,0,no,55,yes,yes,fiber_optic,one_year,84.25,no
male,0,no,59,yes,no,dsl,month-to-month,64.65,no
female,0,no,1,yes,no,fiber_optic,month-to-month,70.15,yes
female,0,no,7,yes,no,fiber_optic,month-to-month,69.2,no
male,0,yes,45,yes,no,dsl,two_year,54.65,no
female,0,yes,54,yes,yes,dsl,one_year,24.75,no
male,0,yes,51,yes,yes,dsl,one_year,23.95,no
female,1,no,72,yes,yes,fiber_optic,one_year,105.0,no
male,0,no,44,yes,no,dsl,one_year,59.85,no
male,0,no,2,yes,no,dsl,month-to-month,20.05,no
female,0,no,66,yes,yes,fiber_optic,one_year,92.15,no
male,0,yes,68,no,no,dsl,one_year,44.8,no
female,0,no,31,yes,no,dsl,two_year,20.9,no
female,1,no,21,yes,yes,fiber_optic,month-to-month,95.4,no
male,0,yes,21,yes,yes,fiber_optic,month-to-month,80.35,no
female,0,yes,55,yes,yes,dsl,two_year,85.1,no
male,0,no,9,no,no,dsl,month-to-month,34.7,yes
male,1,no,71,yes,yes,fiber_optic,two_year,115.05,no
female,0,no,1,yes,no,fiber_optic,month-to-month,81.1,yes
male,0,yes,22,yes,no,dsl,one_year,19.95,no
female,0,yes,1,yes,no,dsl,month-to-month,20.55,yes
female,0,no,61,yes,yes,fiber_optic,two_year,106.6,yes
female,0,no,67,yes,yes,dsl,two_year,86.15,no
female,1,no,14,yes,no,fiber_optic,month-to-month,78.85,no
male,0,no,59,yes,yes,fiber_optic,month-to-month,106.75,yes
male,1,no,21,yes,no,fiber_optic,month-to-month,86.55,no
male,0,no,4,no,no,dsl,month-to-month,42.4,no
female,0,no,3,yes,no,fiber_optic,month-to-month,89.45,yes
male,0,no,70,yes,yes,dsl,two_year,24.25,no
female,0,no,3,yes,no,fiber_optic,month-to-month,97.9,yes
male,1,no,21,yes,no,dsl,one_year,20.5,no
male,0,no,20,yes,no,dsl,month-to-month,19.6,no
male,0,yes,22,yes,no,dsl,one_year,20.25,no
male,0,no,1,yes,no,dsl,month-to-month,55.7,yes
female,0,no,63,yes,no,dsl,two_year,20.6,no
female,0,yes,70,yes,no,dsl,two_year,19.8,no
male,0,no,13,yes,no,fiber_optic,month-to-month,79.8,yes
female,0,no,5,yes,no,fiber_optic,month-to-month,80.2,no
female,0,yes,72,yes,yes,fiber_optic,two_year,116.4,no
female,0,no,13,no,no,dsl,month-to-month,31.65,no
male,0,no,61,yes,no,fiber_optic,month-to-month,94.15,no
male,0,no,1,yes,no,dsl,month-to-month,20.65,no
female,1,no,56,yes,yes,fiber_optic,month-to-month,76.85,no
female,0,no,4,yes,no,dsl,month-to-month,20.15,no
male,0,no,35,yes,yes,dsl,two_year,55.25,no
female,0,no,18,no,no,dsl,month-to-month,39.05,yes
male,0,no,72,yes,yes,dsl,two_year,82.15,no
female,1,no,49,yes,yes,fiber_optic,one_year,103.0,no
female,0,no,44,yes,yes,fiber_optic,month-to-month,95.1,no
female,1,no,3,yes,no,fiber_optic,month-to-month,83.9,yes
female,0,yes,37,yes,yes,fiber_optic,month-to-month,95.15,no
male,0,no,61,yes,yes,dsl,one_year,79.8,no
male,0,no,70,yes,yes,dsl,two_year,74.8,no
female,1,no,1,yes,no,fiber_optic,month-to-month,69.85,yes
female,0,no,41,yes,no,dsl,month-to-month,20.45,no
male,0,yes,70,yes,yes,dsl,one_year,78.35,no
female,0,no,1,yes,no,dsl,month-to-month,53.55,yes
male,0,no,51,yes,no,dsl,one_year,19.1,no
female,0,yes,42,yes,no,dsl,two_year,20.0,no
female,0,yes,70,yes,yes,fiber_optic,two_year,93.9,yes
male,0,no,48,yes,no,dsl,one_year,19.95,no
male,0,yes,68,yes,yes,fiber_optic,two_year,113.15,yes
female,0,no,48,yes,yes,dsl,two_year,24.0,no
female,1,no,26,yes,no,fiber_optic,month-to-month,84.95,yes
male,0,no,11,yes,yes,fiber_optic,month-to-month,80.5,yes
male,0,no,1,yes,no,dsl,month-to-month,19.3,yes
female,0,no,27,yes,no,dsl,one_year,19.15,no
female,1,no,46,yes,no,fiber_optic,one_year,91.3,no
male,0,no,1,yes,no,dsl,month-to-month,49.65,yes
female,0,no,46,yes,no,dsl,two_year,54.35,yes
male,0,yes,25,yes,no,dsl,month-to-month,19.15,no
male,0,no,4,yes,no,fiber_optic,month-to-month,88.45,yes
male,0,no,13,yes,no,dsl,two_year,19.75,no
male,0,no,31,yes,no,dsl,one_year,75.5,no
female,0,yes,23,yes,yes,fiber_optic,month-to-month,83.75,no
female,0,no,2,yes,no,dsl,month-to-month,19.4,no
female,0,no,65,yes,yes,dsl,two_year,26.5,no
male,1,no,22,yes,yes,fiber_optic,month-to-month,90.5,yes
female,0,yes,55,yes,no,dsl,one_year,19.15,no
male,0,no,9,yes,no,fiber_optic,month-to-month,94.85,yes
male,0,yes,7,yes,no,fiber_optic,month-to-month,69.95,yes
female,0,yes,35,no,no,dsl,one_year,40.9,no
male,0,no,6,yes,no,dsl,two_year,80.25,no
female,0,no,1,yes,no,dsl,month-to-month,48.6,yes
male,0,no,17,yes,no,fiber_optic,month-to-month,70.8,no
male,0,yes,10,yes,no,dsl,month-to-month,60.2,no
male,0,yes,15,yes,no,dsl,one_year,55.2,no
female,1,no,40,no,no,dsl,month-to-month,55.8,yes
female,0,yes,13,yes,no,dsl,one_year,54.15,no
male,0,no,29,yes,yes,fiber_optic,month-to-month,80.15,yes
female,0,no,3,yes,yes,fiber_optic,month-to-month,75.5,yes
female,1,no,58,yes,yes,fiber_optic,month-to-month,100.4,no
female,0,no,45,yes,no,dsl,one_year,62.55,no
female,0,yes,72,yes,yes,dsl,two_year,70.45,no
male,0,yes,68,yes,yes,fiber_optic,one_year,85.5,no
male,0,no,1,yes,no,dsl,month-to-month,20.2,yes
female,0,yes,38,yes,no,dsl,month-to-month,54.5,no
male,0,no,2,yes,no,dsl,month-to-month,20.75,no
male,0,no,11,yes,no,dsl,month-to-month,20.35,no
female,1,no,20,yes,no,fiber_optic,one_year,91.0,no
male,0,no,72,yes,yes,fiber_optic,two_year,104.8,no
female,0,no,3,yes,yes,fiber_optic,month-to-month,74.75,yes
male,0,no,23,yes,yes,fiber_optic,month-to-month,104.05,yes
male,0,no,40,yes,no,dsl,month-to-month,51.1,no
male,1,no,62,yes,yes,fiber_optic,month-to-month,89.8,no
female,0,yes,22,yes,no,dsl,month-to-month,20.55,no
female,0,no,11,yes,no,dsl,month-to-month,64.05,no
male,1,no,7,yes,yes,fiber_optic,month-to-month,74.85,no
female,0,no,13,yes,yes,fiber_optic,month-to-month,96.65,yes
male,1,no,1,yes,no,dsl,month-to-month,20.05,yes
female,0,no,39,yes,yes,fiber_optic,month-to-month,103.45,yes
male,0,no,3,no,no,dsl,month-to-month,25.0,no
male,0,no,58,yes,no,dsl,two_year,20.3,no
male,0,yes,6,yes,yes,dsl,month-to-month,26.35,no
female,0,yes,1,yes,no,dsl,month-to-month,19.9,yes
female,0,no,22,yes,no,dsl,month-to-month,54.7,no
male,0,no,14,no,no,dsl,month-to-month,46.35,yes
male,0,yes,64,yes,yes,fiber_optic,one_year,90.25,no
male,0,no,1,yes,no,dsl,month-to-month,19.95,yes
male,0,no,6,yes,no,dsl,month-to-month,20.65,no
male,0,no,1,yes,no,fiber_optic,month-to-month,79.6,yes
male,0,yes,39,yes,yes,dsl,one_year,25.45,no
female,0,no,20,yes,no,dsl,one_year,19.5,no
male,0,no,1,yes,no,fiber_optic,month-to-month,75.9,yes
male,0,no,1,yes,no,fiber_optic,month-to-month,76.2,yes
male,0,no,64,yes,yes,dsl,one_year,66.15,no
male,0,yes,1,yes,no,dsl,month-to-month,19.25,yes
female,0,no,46,yes,no,dsl,month-to-month,69.1,no
female,1,yes,28,no,no,dsl,one_year,39.1,no
female,0,no,33,yes,no,dsl,month-to-month,20.05,no
male,0,yes,39,yes,no,dsl,one_year,59.8,no
female,0,no,42,yes,yes,fiber_optic,month-to-month,84.3,yes
female,0,no,1,yes,no,dsl,month-to-month,48.6,no
female,0,no,7,yes,no,fiber_optic,month-to-month,79.0,yes
male,1,no,70,yes,no,fiber_optic,two_year,105.35,no
male,0,no,65,yes,yes,dsl,two_year,25.1,no
male,0,no,1,yes,no,dsl,month-to-month,49.75,no
male,0,no,18,yes,yes,fiber_optic,month-to-month,94.75,no
male,0,no,24,yes,yes,fiber_optic,month-to-month,93.0,no
male,0,no,63,yes,yes,dsl,two_year,71.9,no
female,0,yes,44,yes,yes,dsl,one_year,77.55,no
male,0,no,4,yes,no,dsl,month-to-month,19.85,no
female,0,no,1,yes,no,fiber_optic,month-to-month,70.25,yes
female,0,yes,37,yes,yes,fiber_optic,month-to-month,95.25,no
female,1,no,10,yes,no,fiber_optic,month-to-month,84.6,yes
male,0,no,34,no,no,dsl,month-to-month,25.05,no
male,0,no,35,no,no,dsl,one_year,53.15,no
female,0,no,4,yes,no,dsl,month-to-month,20.15,no
female,1,no,39,yes,yes,fiber_optic,month-to-month,101.25,no
male,1,no,43,yes,no,fiber_optic,one_year,100.55,no
female,0,yes,17,yes,yes,dsl,month-to-month,24.1,yes
female,0,no,61,yes,yes,dsl,two_year,25.3,no
female,0,no,49,yes,yes,dsl,one_year,71.8,no
male,0,no,4,yes,no,dsl,one_year,19.7,no
female,0,yes,64,no,no,dsl,two_year,49.85,no
male,0,no,3,yes,no,fiber_optic,month-to-month,69.6,no
male,0,yes,1,yes,no,dsl,month-to-month,19.75,no
male,0,no,40,yes,no,fiber_optic,one_year,80.8,no
female,0,yes,1,yes,no,dsl,month-to-month,60.0,yes
male,0,no,8,yes,yes,fiber_optic,month-to-month,86.55,yes
female,1,no,1,yes,no,dsl,month-to-month,20.85,yes
female,1,no,34,yes,no,dsl,one_year,64.2,no
female,0,no,1,no,no,dsl,month-to-month,35.0,no
female,0,no,39,no,no,dsl,month-to-month,50.75,yes
female,1,no,58,yes,no,fiber_optic,one_year,105.5,yes
male,0,yes,45,yes,no,dsl,two_year,19.2,no
male,1,no,6,yes,no,fiber_optic,month-to-month,85.15,yes
male,0,no,43,yes,no,fiber_optic,one_year,90.65,no
male,0,yes,41,yes,no,dsl,two_year,20.0,no
male,0,no,5,yes,no,fiber_optic,month-to-month,74.65,no
male,0,no,72,no,no,dsl,two_year,61.2,no
male,0,no,4,yes,no,dsl,one_year,19.95,no
male,0,yes,9,yes,no,dsl,month-to-month,54.8,no
male,1,no,72,yes,yes,dsl,two_year,73.45,no
female,0,no,33,yes,no,dsl,one_year,51.45,no
female,0,no,72,yes,yes,fiber_optic,two_year,80.45,no
male,0,no,22,yes,no,dsl,month-to-month,54.2,yes
female,0,no,70,yes,yes,fiber_optic,one_year,109.5,yes
male,0,yes,21,yes,yes,fiber_optic,month-to-month,104.4,yes
male,0,no,15,yes,no,fiber_optic,month-to-month,85.3,no
male,1,no,29,yes,yes,fiber_optic,month-to-month,79.3,no
female,0,yes,15,yes,no,dsl,month-to-month,76.5,no
male,1,yes,71,yes,yes,fiber_optic,month-to-month,105.1,yes
male,1,no,72,yes,yes,dsl,two_year,25.4,no
female,0,no,19,yes,yes,fiber_optic,month-to-month,86.85,no
male,0,no,1,yes,no,dsl,month-to-month,19.65,no
