gender,seniorcitizen,dependents,tenure,phoneservice,multiplelines,internetservice,contract,monthlycharges
male,0,no,13,yes,yes,dsl,one_year,75.3
male,0,no,25,yes,no,dsl,month-to-month,20.6
female,0,no,13,yes,no,dsl,two_year,20.4
male,0,no,8,yes,yes,fiber_optic,month-to-month,86.55
male,0,yes,57,yes,yes,fiber_optic,month-to-month,74.3
male,1,no,43,yes,yes,fiber_optic,month-to-month,101.0
male,0,no,9,yes,no,dsl,one_year,19.9
male,0,no,2,yes,no,dsl,month-to-month,53.85
male,0,no,67,yes,no,dsl,two_year,50.55
female,1,no,7,yes,no,fiber_optic,month-to-month,76.45
female,0,no,9,yes,no,fiber_optic,month-to-month,69.05
male,1,no,31,yes,yes,fiber_optic,month-to-month,96.6
female,0,no,71,yes,yes,dsl,two_year,93.2
female,0,no,7,yes,no,fiber_optic,month-to-month,69.85
male,0,no,12,yes,no,dsl,month-to-month,20.45
male,0,no,12,no,no,dsl,month-to-month,50.95
male,1,no,19,yes,yes,fiber_optic,month-to-month,79.85
female,0,no,5,yes,no,fiber_optic,month-to-month,85.4
female,1,no,70,yes,no,dsl,two_year,19.55
female,0,no,60,yes,yes,dsl,one_year,64.75
male,1,no,12,yes,no,fiber_optic,month-to-month,80.45
male,1,no,54,no,no,dsl,one_year,55.45
female,0,no,16,yes,no,fiber_optic,month-to-month,86.25
male,0,no,24,yes,yes,fiber_optic,month-to-month,101.05
female,0,no,71,yes,yes,fiber_optic,two_year,111.3
male,0,yes,22,yes,no,dsl,month-to-month,57.95
female,0,no,12,yes,no,dsl,month-to-month,19.45
female,0,yes,61,yes,yes,dsl,two_year,24.1
male,0,no,4,no,no,dsl,month-to-month,48.55
female,0,no,1,yes,no,dsl,month-to-month,48.6
male,0,no,68,yes,yes,dsl,two_year,25.05
female,0,yes,48,yes,yes,dsl,two_year,79.65
female,0,yes,71,yes,no,dsl,two_year,77.55
male,0,yes,17,yes,no,fiber_optic,month-to-month,80.85
male,0,yes,17,yes,no,dsl,one_year,44.6
male,1,no,61,yes,yes,dsl,two_year,25.0
female,1,no,2,no,no,dsl,month-to-month,24.35
female,0,no,27,yes,no,dsl,two_year,52.85
female,1,no,50,yes,yes,fiber_optic,month-to-month,83.4
female,0,yes,48,yes,yes,fiber_optic,one_year,82.05
male,0,yes,53,yes,yes,fiber_optic,one_year,105.25
male,0,yes,58,yes,yes,fiber_optic,one_year,105.05
male,0,no,18,yes,no,fiber_optic,month-to-month,75.9
male,0,no,18,yes,yes,dsl,one_year,82.0
female,0,no,33,yes,no,dsl,month-to-month,20.05
female,1,no,62,yes,yes,fiber_optic,one_year,97.95
female,0,no,29,no,no,dsl,month-to-month,30.6
female,1,no,9,yes,yes,fiber_optic,month-to-month,84.45
male,0,no,35,yes,yes,fiber_optic,two_year,108.95
female,0,yes,38,yes,no,dsl,one_year,19.6
female,0,no,16,yes,no,dsl,month-to-month,50.15
female,0,no,66,yes,yes,fiber_optic,month-to-month,105.2
female,0,no,13,no,no,dsl,month-to-month,23.9
female,0,no,19,yes,no,fiber_optic,month-to-month,106.6
female,0,no,15,yes,yes,dsl,month-to-month,49.1
female,0,no,6,no,no,dsl,two_year,63.4
male,0,yes,21,yes,no,dsl,one_year,19.8
female,0,no,55,yes,no,dsl,two_year,64.75
male,0,yes,72,no,no,dsl,two_year,65.65
female,0,yes,31,yes,yes,dsl,two_year,80.55
male,0,no,13,yes,no,fiber_optic,month-to-month,80.85
male,0,yes,49,yes,yes,fiber_optic,month-to-month,84.5
male,0,no,3,no,no,dsl,month-to-month,35.1
female,0,no,2,yes,yes,fiber_optic,month-to-month,79.55
male,0,no,67,yes,yes,dsl,two_year,25.6
male,0,no,2,yes,yes,fiber_optic,month-to-month,73.25
male,0,yes,12,yes,yes,dsl,two_year,25.4
male,0,no,5,yes,yes,fiber_optic,month-to-month,78.75
female,0,yes,37,yes,no,dsl,month-to-month,19.35
male,0,no,1,yes,no,dsl,month-to-month,19.75
female,0,yes,71,yes,yes,fiber_optic,two_year,100.45
female,0,no,66,no,no,dsl,two_year,47.4
male,1,no,1,yes,no,dsl,month-to-month,45.2
male,0,no,71,yes,yes,fiber_optic,two_year,99.0
female,0,yes,1,yes,yes,fiber_optic,month-to-month,102.45
female,0,yes,67,yes,yes,dsl,two_year,24.9
male,0,no,19,yes,no,fiber_optic,one_year,87.7
female,0,yes,42,yes,no,dsl,one_year,19.05
male,0,no,39,yes,no,dsl,two_year,49.8
female,0,yes,59,yes,yes,fiber_optic,one_year,106.15
female,0,no,16,yes,no,dsl,one_year,20.1
male,1,no,46,no,no,dsl,one_year,59.9
female,0,no,43,yes,no,fiber_optic,month-to-month,91.65
female,0,yes,67,no,no,dsl,two_year,35.7
male,0,no,34,yes,no,dsl,one_year,56.95
female,0,no,24,yes,yes,fiber_optic,month-to-month,88.95
male,1,no,70,yes,yes,fiber_optic,one_year,104.8
male,0,yes,16,yes,yes,dsl,month-to-month,69.1
female,1,yes,61,yes,yes,dsl,one_year,65.2
male,0,no,18,yes,no,dsl,one_year,20.1
female,0,no,1,yes,no,dsl,month-to-month,19.3
female,0,no,31,yes,yes,fiber_optic,month-to-month,104.35
male,0,yes,59,yes,no,dsl,two_year,86.75
female,0,no,43,yes,yes,fiber_optic,two_year,115.05
female,0,yes,35,yes,yes,dsl,month-to-month,25.75
female,0,no,38,yes,no,dsl,two_year,20.05
female,0,yes,40,yes,yes,fiber_optic,month-to-month,96.35
male,0,yes,20,no,no,dsl,two_year,39.4
female,0,no,60,yes,yes,fiber_optic,one_year,79.2
female,0,no,72,no,no,dsl,two_year,65.5
female,1,yes,72,yes,yes,dsl,two_year,89.55
female,0,no,6,yes,no,dsl,month-to-month,19.7
male,0,no,38,no,no,dsl,two_year,60.0
male,0,no,1,yes,yes,fiber_optic,month-to-month,75.1
female,0,no,63,yes,yes,dsl,two_year,24.2
female,0,no,12,yes,no,dsl,month-to-month,45.9
female,0,no,9,yes,no,fiber_optic,month-to-month,74.25
female,0,no,33,yes,yes,fiber_optic,month-to-month,95.0
female,0,no,20,yes,no,dsl,month-to-month,19.5
female,0,no,48,yes,no,fiber_optic,one_year,75.15
male,0,no,60,yes,yes,fiber_optic,two_year,89.55
female,0,no,5,yes,no,dsl,month-to-month,55.8
female,0,no,1,yes,no,dsl,month-to-month,19.75
female,0,no,6,yes,yes,fiber_optic,month-to-month,90.1
male,1,no,25,yes,yes,fiber_optic,month-to-month,89.5
male,0,yes,53,yes,yes,dsl,two_year,25.55
female,1,no,38,yes,yes,fiber_optic,month-to-month,74.95
male,0,no,10,yes,yes,fiber_optic,month-to-month,85.25
female,1,no,16,yes,yes,dsl,month-to-month,54.1
male,0,yes,52,no,no,dsl,two_year,50.2
male,0,yes,50,yes,no,dsl,one_year,44.8
male,0,no,64,yes,no,fiber_optic,two_year,104.05
male,0,yes,54,no,no,dsl,two_year,46.0
male,0,no,11,yes,no,fiber_optic,month-to-month,75.9
male,0,yes,44,yes,no,dsl,one_year,20.6
male,0,no,51,yes,yes,dsl,two_year,75.2
female,0,yes,43,no,no,dsl,one_year,60.4
female,0,no,1,no,no,dsl,month-to-month,35.75
male,0,yes,25,yes,no,dsl,one_year,53.65
female,0,no,1,yes,no,dsl,month-to-month,19.1
male,0,no,21,yes,no,dsl,month-to-month,61.65
male,0,yes,1,yes,no,fiber_optic,month-to-month,80.0
female,0,no,65,yes,yes,fiber_optic,two_year,107.65
female,0,no,9,yes,no,fiber_optic,month-to-month,79.75
male,0,yes,65,yes,no,dsl,two_year,74.8
female,0,no,57,yes,no,dsl,two_year,70.35
female,0,yes,32,yes,yes,fiber_optic,month-to-month,89.6
female,0,yes,66,yes,yes,fiber_optic,two_year,90.95
male,1,no,1,no,no,dsl,month-to-month,40.2
female,0,yes,63,yes,no,dsl,two_year,75.55
female,0,no,24,yes,no,dsl,two_year,19.55
male,0,no,3,yes,no,dsl,month-to-month,50.5
female,0,no,16,yes,yes,dsl,month-to-month,65.2
female,0,no,24,yes,yes,dsl,month-to-month,66.3
female,0,no,46,yes,yes,dsl,month-to-month,55.0
female,0,no,67,yes,yes,fiber_optic,month-to-month,102.95
female,0,no,2,yes,no,fiber_optic,month-to-month,80.75
male,0,yes,67,yes,yes,fiber_optic,one_year,105.4
male,0,yes,54,yes,no,dsl,one_year,61.0
female,1,no,4,yes,yes,fiber_optic,month-to-month,94.3
female,0,yes,67,yes,yes,fiber_optic,two_year,105.65
male,0,yes,51,yes,yes,fiber_optic,one_year,84.2
male,0,no,9,yes,yes,fiber_optic,month-to-month,99.3
female,0,no,9,yes,no,fiber_optic,month-to-month,89.45
female,1,no,11,yes,yes,fiber_optic,month-to-month,99.55
female,0,no,6,yes,no,dsl,month-to-month,50.8
male,0,yes,56,yes,yes,dsl,two_year,24.15
female,0,no,72,yes,yes,fiber_optic,two_year,110.15
female,0,no,71,yes,yes,dsl,two_year,87.95
female,0,no,3,yes,no,fiber_optic,month-to-month,69.55
female,0,no,10,yes,no,dsl,month-to-month,60.95
female,0,no,17,yes,no,fiber_optic,month-to-month,70.5
female,0,no,4,yes,no,fiber_optic,one_year,105.65
female,0,no,46,yes,yes,fiber_optic,one_year,103.15
female,0,no,34,yes,no,dsl,one_year,79.95
male,0,no,16,yes,yes,dsl,month-to-month,55.3
female,1,no,3,yes,no,fiber_optic,month-to-month,83.9
male,0,yes,65,yes,yes,dsl,two_year,69.55
female,0,no,14,yes,no,fiber_optic,month-to-month,86.3
female,0,yes,16,yes,no,fiber_optic,month-to-month,100.7
female,0,no,9,yes,no,dsl,month-to-month,19.05
female,1,no,38,yes,yes,fiber_optic,one_year,95.0
female,1,yes,56,yes,no,dsl,two_year,72.6
female,0,yes,25,yes,no,dsl,one_year,54.75
male,0,yes,43,yes,yes,dsl,one_year,71.9
male,0,yes,1,yes,no,fiber_optic,month-to-month,70.65
male,1,yes,72,yes,yes,fiber_optic,two_year,115.75
male,0,no,12,yes,no,dsl,month-to-month,49.05
female,1,no,1,yes,yes,fiber_optic,month-to-month,74.45
female,1,no,3,yes,no,fiber_optic,month-to-month,70.4
female,0,no,12,yes,yes,dsl,one_year,74.05
male,1,yes,1,yes,no,dsl,month-to-month,50.15
female,0,no,1,yes,no,dsl,month-to-month,50.55
male,0,no,10,yes,no,dsl,month-to-month,20.0
male,1,no,38,yes,no,dsl,one_year,70.15
male,0,no,5,no,no,dsl,month-to-month,43.25
female,0,no,61,yes,yes,dsl,two_year,86.45
male,1,no,15,yes,yes,fiber_optic,month-to-month,85.6
male,0,yes,7,yes,no,dsl,one_year,49.75
female,0,no,22,yes,no,dsl,one_year,20.85
male,0,no,2,yes,no,fiber_optic,month-to-month,70.7
male,0,no,22,yes,no,dsl,one_year,20.3
male,1,no,67,yes,yes,fiber_optic,month-to-month,94.65
male,0,yes,37,yes,yes,fiber_optic,month-to-month,92.95
male,1,no,6,yes,no,fiber_optic,month-to-month,95.75
female,0,no,19,yes,yes,fiber_optic,month-to-month,95.15
female,0,yes,24,yes,yes,dsl,two_year,24.7
male,0,yes,66,yes,no,dsl,two_year,20.0
female,0,yes,35,yes,no,dsl,one_year,20.1
male,0,no,67,yes,no,fiber_optic,one_year,90.6
female,0,yes,4,yes,yes,fiber_optic,month-to-month,87.1
male,0,no,7,yes,no,dsl,month-to-month,19.4
female,1,no,59,yes,yes,fiber_optic,one_year,94.05
female,0,no,72,yes,yes,fiber_optic,two_year,109.55
female,0,yes,52,yes,yes,fiber_optic,month-to-month,98.15
male,1,no,48,yes,yes,fiber_optic,one_year,99.0
female,0,no,31,yes,no,dsl,month-to-month,49.2
male,0,no,72,yes,yes,dsl,two_year,88.6
male,0,no,11,yes,no,fiber_optic,month-to-month,79.5
female,0,no,36,yes,yes,dsl,one_year,89.65
male,0,yes,71,yes,yes,dsl,one_year,66.2
male,0,no,67,no,no,dsl,two_year,43.9
male,1,yes,43,yes,yes,fiber_optic,month-to-month,110.75
female,0,no,64,yes,yes,fiber_optic,one_year,115.0
male,1,no,72,yes,yes,fiber_optic,two_year,113.8
male,0,yes,32,yes,no,dsl,two_year,20.5
female,0,yes,3,yes,no,dsl,month-to-month,64.5
male,1,no,71,yes,yes,fiber_optic,one_year,92.0
female,0,no,9,yes,no,dsl,month-to-month,43.75
male,0,no,65,yes,yes,dsl,two_year,25.75
female,0,no,28,yes,no,dsl,one_year,54.3
female,0,no,65,yes,no,dsl,two_year,71.0
female,0,yes,19,yes,no,dsl,month-to-month,60.6
female,0,no,3,no,no,dsl,month-to-month,29.2
male,0,no,3,yes,yes,fiber_optic,month-to-month,76.95
male,1,no,42,yes,yes,fiber_optic,month-to-month,79.35
female,0,yes,69,no,no,dsl,two_year,43.95
male,0,yes,61,yes,no,fiber_optic,one_year,103.9
male,0,yes,11,yes,yes,dsl,month-to-month,65.15
male,1,no,41,yes,yes,fiber_optic,month-to-month,83.75
male,0,no,13,yes,no,dsl,two_year,19.75
female,0,yes,59,yes,no,dsl,two_year,75.95
female,0,no,39,no,no,dsl,one_year,41.15
female,0,yes,47,yes,no,dsl,two_year,20.05
female,0,yes,45,yes,no,dsl,two_year,81.0
female,0,no,9,yes,yes,fiber_optic,month-to-month,94.4
male,1,no,46,yes,no,fiber_optic,month-to-month,80.4
male,0,no,51,yes,yes,dsl,one_year,24.6
male,0,no,18,yes,no,dsl,month-to-month,19.25
male,0,yes,48,yes,yes,dsl,one_year,78.75
female,0,no,67,yes,yes,dsl,one_year,75.1
male,0,no,63,yes,yes,dsl,two_year,79.8
male,0,no,15,yes,no,fiber_optic,month-to-month,68.6
male,0,no,7,yes,yes,fiber_optic,month-to-month,96.2
male,0,no,72,yes,yes,dsl,two_year,86.65
male,0,no,3,yes,no,dsl,month-to-month,53.4
male,0,no,4,yes,yes,dsl,month-to-month,65.6
male,0,yes,60,yes,yes,fiber_optic,one_year,95.4
female,0,yes,49,yes,no,dsl,one_year,78.0
male,0,no,3,yes,no,fiber_optic,month-to-month,85.7
female,0,yes,2,yes,no,dsl,month-to-month,65.7
female,0,no,49,yes,no,fiber_optic,month-to-month,99.4
male,0,yes,25,no,no,dsl,one_year,40.65
female,0,yes,45,yes,no,dsl,one_year,54.15
female,0,no,2,yes,no,fiber_optic,month-to-month,90.4
male,0,no,2,yes,no,dsl,one_year,19.95
female,0,yes,41,no,no,dsl,one_year,35.4
female,0,no,71,yes,yes,dsl,two_year,24.65
female,0,no,2,yes,no,dsl,month-to-month,19.4
male,0,yes,38,yes,yes,fiber_optic,two_year,94.9
male,0,no,6,yes,no,fiber_optic,month-to-month,91.0
male,0,yes,0,yes,yes,dsl,two_year,25.35
male,1,no,44,yes,no,fiber_optic,month-to-month,73.85
male,1,no,55,no,no,dsl,month-to-month,44.85
male,0,yes,1,no,no,dsl,month-to-month,30.2
female,1,no,54,yes,yes,dsl,one_year,72.1
male,0,no,30,yes,yes,fiber_optic,month-to-month,95.0
male,0,yes,69,yes,yes,dsl,two_year,86.9
female,0,no,1,yes,no,dsl,month-to-month,45.3
female,1,no,46,yes,yes,fiber_optic,month-to-month,104.45
female,0,no,47,yes,no,dsl,two_year,20.55
male,0,no,72,yes,yes,fiber_optic,two_year,103.75
female,0,no,2,yes,no,dsl,month-to-month,20.65
female,0,no,2,yes,no,dsl,one_year,20.45
female,0,yes,72,yes,yes,fiber_optic,two_year,98.65
male,0,yes,47,yes,yes,dsl,two_year,24.55
male,1,yes,56,yes,yes,fiber_optic,one_year,104.55
male,0,yes,35,yes,yes,dsl,two_year,69.15
female,0,no,42,yes,yes,fiber_optic,month-to-month,84.3
female,0,no,5,yes,no,dsl,month-to-month,19.65
male,0,no,72,yes,yes,fiber_optic,two_year,115.55
male,0,yes,61,yes,yes,dsl,two_year,81.0
male,0,no,23,yes,no,dsl,one_year,19.3
male,0,yes,21,yes,yes,fiber_optic,month-to-month,80.35
male,0,yes,22,yes,no,dsl,one_year,20.25
female,0,no,29,yes,no,dsl,one_year,20.35
female,0,no,56,yes,yes,dsl,one_year,24.3
male,0,yes,35,yes,no,dsl,one_year,20.05
female,0,no,2,yes,no,fiber_optic,month-to-month,79.7
male,0,yes,4,yes,yes,dsl,month-to-month,50.9
male,0,yes,4,yes,no,dsl,month-to-month,20.5
female,0,no,29,yes,no,dsl,two_year,19.55
female,1,no,14,yes,no,fiber_optic,month-to-month,78.85
male,0,yes,1,yes,no,dsl,month-to-month,19.75
male,1,no,23,yes,yes,fiber_optic,month-to-month,104.45
female,0,yes,28,yes,no,dsl,one_year,19.9
female,0,no,2,yes,no,dsl,month-to-month,19.3
female,0,no,17,yes,yes,dsl,month-to-month,24.8
male,0,no,10,yes,no,dsl,month-to-month,54.95
female,0,no,1,yes,no,dsl,month-to-month,20.2
female,0,no,8,yes,yes,fiber_optic,month-to-month,75.25
female,0,no,7,yes,no,dsl,month-to-month,66.85
male,0,no,70,yes,yes,fiber_optic,two_year,114.95
female,1,no,17,yes,yes,fiber_optic,month-to-month,82.65
female,0,yes,40,yes,no,dsl,month-to-month,64.1
male,0,yes,66,yes,yes,dsl,two_year,79.85
male,0,no,26,yes,yes,fiber_optic,month-to-month,80.5
female,0,no,40,yes,no,dsl,two_year,19.1
male,0,no,50,yes,no,fiber_optic,one_year,90.1
female,0,no,15,no,no,dsl,one_year,45.9
female,0,yes,47,yes,no,dsl,two_year,21.3
female,0,no,42,yes,no,dsl,two_year,20.75
female,1,yes,29,no,no,dsl,month-to-month,35.65
male,0,no,19,yes,no,fiber_optic,month-to-month,78.25
female,0,no,42,yes,no,dsl,month-to-month,59.65
female,0,no,68,yes,no,dsl,two_year,20.5
female,0,no,10,yes,yes,fiber_optic,month-to-month,81.0
male,0,yes,72,yes,no,dsl,two_year,20.3
female,0,no,12,yes,yes,dsl,month-to-month,61.65
female,1,yes,33,yes,yes,fiber_optic,month-to-month,105.35
male,0,no,13,yes,no,dsl,one_year,19.3
female,0,no,1,yes,no,dsl,month-to-month,20.3
male,0,yes,51,yes,no,dsl,two_year,19.55
male,0,no,34,no,no,dsl,month-to-month,25.05
male,0,no,62,yes,no,dsl,month-to-month,80.4
female,0,no,39,yes,no,dsl,one_year,47.85
male,0,no,66,yes,yes,dsl,two_year,25.1
female,0,no,61,yes,yes,fiber_optic,one_year,101.15
female,0,no,11,yes,no,dsl,month-to-month,51.1
female,0,no,66,yes,yes,dsl,two_year,90.05
male,0,no,19,yes,yes,fiber_optic,month-to-month,88.8
male,0,yes,72,yes,yes,fiber_optic,two_year,110.9
male,0,no,9,no,no,dsl,one_year,50.8
female,1,no,1,yes,no,fiber_optic,month-to-month,69.6
male,0,no,7,yes,yes,fiber_optic,month-to-month,94.1
male,0,yes,42,no,no,dsl,one_year,45.1
female,0,no,1,yes,no,fiber_optic,month-to-month,85.45
male,0,no,40,yes,yes,fiber_optic,month-to-month,104.5
male,0,yes,45,yes,yes,fiber_optic,one_year,95.0
female,0,no,15,yes,no,dsl,month-to-month,59.45
male,0,no,1,yes,no,dsl,month-to-month,19.75
female,0,no,6,yes,no,fiber_optic,month-to-month,91.1
female,0,yes,18,yes,yes,dsl,two_year,25.3
male,0,no,5,no,no,dsl,month-to-month,51.0
female,1,no,67,yes,yes,fiber_optic,one_year,105.4
male,0,no,48,yes,yes,fiber_optic,two_year,108.1
female,0,no,70,yes,yes,fiber_optic,one_year,115.55
male,1,no,65,yes,yes,fiber_optic,one_year,103.15
female,1,no,26,yes,yes,fiber_optic,month-to-month,89.15
male,0,yes,31,yes,yes,fiber_optic,month-to-month,89.3
male,1,no,19,yes,yes,fiber_optic,month-to-month,88.2
female,0,no,1,yes,no,dsl,month-to-month,19.65
female,0,yes,1,yes,yes,dsl,month-to-month,25.4
male,0,no,4,yes,yes,fiber_optic,month-to-month,80.1
female,0,no,53,yes,yes,fiber_optic,one_year,111.8
male,0,no,17,yes,yes,fiber_optic,month-to-month,102.55
male,0,no,24,yes,no,fiber_optic,month-to-month,96.0
male,0,no,35,yes,no,dsl,one_year,19.15
male,0,no,32,yes,no,fiber_optic,month-to-month,91.05
female,0,no,63,yes,yes,fiber_optic,one_year,81.2
female,0,yes,63,yes,no,dsl,two_year,20.0
male,0,no,25,yes,no,fiber_optic,month-to-month,95.7
male,0,no,40,yes,yes,fiber_optic,one_year,106.0
female,0,no,1,yes,no,fiber_optic,month-to-month,70.25
female,0,no,43,yes,yes,fiber_optic,month-to-month,94.1
male,0,no,2,yes,no,dsl,month-to-month,20.0
male,0,no,35,yes,no,fiber_optic,one_year,102.35
male,0,no,2,yes,no,dsl,month-to-month,19.35
male,0,no,2,yes,no,dsl,month-to-month,19.65
female,0,yes,71,yes,yes,fiber_optic,two_year,114.6
female,1,no,27,yes,yes,fiber_optic,one_year,110.5
male,1,no,70,no,no,dsl,one_year,45.25
male,0,no,1,yes,no,dsl,month-to-month,20.95
female,0,no,9,yes,yes,fiber_optic,month-to-month,94.75
male,0,yes,16,yes,no,dsl,two_year,64.25
male,0,no,72,yes,yes,dsl,two_year,78.85
male,0,no,71,yes,yes,dsl,two_year,24.45
male,1,no,68,yes,yes,fiber_optic,month-to-month,95.9
male,0,no,72,yes,no,dsl,two_year,19.3
male,1,no,67,yes,no,dsl,one_year,60.95
female,0,no,44,yes,yes,fiber_optic,month-to-month,95.1
male,1,no,60,yes,no,fiber_optic,one_year,97.95
female,0,yes,5,yes,no,fiber_optic,month-to-month,99.15
male,0,yes,38,yes,no,dsl,one_year,74.05
male,0,no,1,no,no,dsl,month-to-month,29.15
female,0,no,24,yes,no,dsl,one_year,20.45
male,0,no,1,yes,no,dsl,month-to-month,20.45
male,0,no,28,yes,yes,fiber_optic,month-to-month,105.7
male,1,no,72,no,no,dsl,two_year,63.1
female,0,yes,28,yes,no,fiber_optic,month-to-month,81.05
male,0,no,71,yes,yes,fiber_optic,two_year,116.25
male,0,no,3,no,no,dsl,month-to-month,29.9
female,0,no,62,yes,no,dsl,two_year,19.2
male,0,no,2,yes,no,fiber_optic,month-to-month,94.2
female,1,no,50,yes,yes,fiber_optic,month-to-month,95.05
female,0,no,72,yes,yes,fiber_optic,two_year,111.6
female,0,no,25,yes,yes,fiber_optic,month-to-month,100.25
male,0,yes,22,yes,yes,dsl,one_year,78.65
female,1,no,12,yes,yes,fiber_optic,month-to-month,98.1
male,0,yes,63,no,no,dsl,two_year,39.35
male,0,no,64,yes,no,fiber_optic,month-to-month,73.55
male,1,no,59,no,no,dsl,two_year,64.05
female,0,no,8,yes,no,dsl,month-to-month,65.45
female,0,no,44,no,no,dsl,one_year,49.05
male,1,no,21,yes,no,dsl,month-to-month,64.95
male,0,no,3,yes,no,fiber_optic,month-to-month,107.95
male,0,no,9,yes,no,fiber_optic,month-to-month,70.5
male,0,yes,26,no,no,dsl,one_year,39.95
male,0,yes,53,yes,no,dsl,one_year,62.85
female,1,no,42,yes,yes,fiber_optic,month-to-month,84.65
female,0,yes,34,yes,no,dsl,month-to-month,20.65
female,1,yes,72,yes,yes,dsl,two_year,90.15
male,0,yes,58,yes,no,dsl,one_year,75.2
male,0,no,46,no,no,dsl,month-to-month,30.3
female,0,no,49,yes,yes,fiber_optic,two_year,106.65
male,1,no,72,yes,yes,fiber_optic,month-to-month,112.9
female,0,no,1,yes,no,fiber_optic,month-to-month,79.65
female,0,yes,0,no,no,dsl,two_year,56.05
female,0,yes,50,yes,no,dsl,two_year,20.15
male,0,yes,32,yes,yes,dsl,one_year,83.7
male,0,yes,50,yes,yes,fiber_optic,month-to-month,103.85
male,0,no,69,yes,no,fiber_optic,one_year,104.05
female,0,yes,70,yes,yes,dsl,two_year,80.6
female,0,no,20,yes,no,dsl,month-to-month,19.25
male,0,no,41,yes,no,fiber_optic,month-to-month,74.25
female,1,no,3,yes,yes,fiber_optic,month-to-month,75.05
female,0,yes,32,yes,yes,dsl,month-to-month,62.45
female,0,yes,23,yes,no,dsl,one_year,49.45
male,0,no,14,yes,no,dsl,month-to-month,50.2
female,0,no,25,yes,no,dsl,one_year,74.3
male,0,no,47,yes,yes,fiber_optic,month-to-month,109.55
female,0,no,47,no,no,dsl,two_year,41.9
male,0,yes,71,yes,no,fiber_optic,two_year,109.3
female,0,yes,46,yes,no,fiber_optic,one_year,90.95
female,0,no,1,yes,no,dsl,month-to-month,49.55
male,0,no,1,yes,no,dsl,month-to-month,51.25
male,0,no,10,yes,yes,dsl,two_year,25.7
male,0,no,1,yes,no,dsl,month-to-month,20.45
female,1,no,19,yes,no,fiber_optic,month-to-month,105.0
female,0,no,1,yes,no,fiber_optic,month-to-month,90.6
female,0,no,72,yes,yes,fiber_optic,two_year,80.45
male,0,no,3,yes,no,dsl,month-to-month,50.15
male,0,no,7,yes,no,fiber_optic,month-to-month,74.35
female,1,no,70,yes,yes,dsl,two_year,92.2
female,0,yes,3,yes,yes,fiber_optic,month-to-month,84.75
male,0,yes,68,yes,no,fiber_optic,two_year,80.35
female,1,no,71,yes,yes,fiber_optic,two_year,104.05
male,1,no,61,yes,yes,fiber_optic,month-to-month,82.15
female,0,yes,72,yes,yes,fiber_optic,two_year,95.9
male,0,yes,41,yes,no,dsl,one_year,70.2
female,0,no,20,no,no,dsl,month-to-month,24.45
male,0,no,44,no,no,dsl,one_year,53.95
male,0,no,37,yes,no,dsl,month-to-month,20.35
female,0,no,18,yes,no,dsl,month-to-month,50.3
male,0,no,37,yes,yes,fiber_optic,month-to-month,91.15
female,0,no,1,no,no,dsl,month-to-month,25.25
female,1,no,2,yes,yes,fiber_optic,month-to-month,85.55
female,0,yes,71,yes,yes,fiber_optic,two_year,99.0
male,0,no,12,yes,yes,dsl,month-to-month,25.0
male,0,yes,72,yes,yes,fiber_optic,two_year,112.6
female,0,no,11,yes,no,dsl,month-to-month,48.55
female,1,no,72,yes,yes,fiber_optic,two_year,107.4
female,0,yes,12,yes,no,dsl,month-to-month,58.35
male,1,no,55,yes,yes,fiber_optic,month-to-month,98.8
female,1,no,26,yes,yes,fiber_optic,month-to-month,95.0
female,1,no,8,yes,yes,fiber_optic,month-to-month,85.2
male,0,no,59,no,no,dsl,month-to-month,51.7
female,0,no,6,no,no,dsl,month-to-month,29.45
female,0,no,62,no,no,dsl,two_year,43.6
female,0,no,1,yes,no,fiber_optic,month-to-month,71.35
male,0,yes,72,yes,yes,fiber_optic,two_year,90.45
male,0,no,26,no,no,dsl,month-to-month,35.75
male,1,no,68,no,no,dsl,two_year,41.95
male,0,no,1,yes,no,fiber_optic,month-to-month,69.8
female,1,no,47,yes,yes,dsl,month-to-month,67.45
female,0,no,64,yes,yes,dsl,two_year,86.4
male,0,yes,63,yes,yes,dsl,two_year,24.65
female,0,no,23,yes,yes,fiber_optic,month-to-month,90.05
female,0,yes,30,yes,yes,fiber_optic,month-to-month,100.05
male,0,no,62,no,no,dsl,two_year,38.6
male,0,no,72,yes,yes,dsl,two_year,85.25
female,1,no,66,yes,yes,fiber_optic,month-to-month,100.8
male,0,yes,72,yes,yes,fiber_optic,two_year,116.6
male,0,yes,62,yes,no,dsl,two_year,20.45
female,0,no,18,yes,no,dsl,month-to-month,19.65
female,0,no,59,yes,no,fiber_optic,one_year,81.25
female,0,no,5,yes,no,dsl,month-to-month,50.55
male,0,yes,72,yes,yes,fiber_optic,one_year,89.7
female,0,yes,38,yes,no,dsl,two_year,19.95
female,0,yes,39,yes,no,dsl,two_year,19.75
male,0,no,72,yes,yes,dsl,two_year,86.05
male,0,no,5,yes,no,fiber_optic,month-to-month,96.1
male,1,no,71,yes,yes,fiber_optic,month-to-month,107.5
female,1,no,1,yes,no,fiber_optic,month-to-month,89.3
female,0,no,28,yes,no,dsl,month-to-month,54.65
female,0,yes,2,no,no,dsl,month-to-month,24.4
male,0,no,71,yes,no,dsl,two_year,54.5
male,0,yes,64,no,no,dsl,two_year,60.05
female,0,yes,7,no,no,dsl,month-to-month,24.7
